"x","y","y_perfect"
2.73546189257668,17.4736426906421,23.6773094628834
10.8364332422208,64.6033249425465,64.1821662111041
0.643713875899529,4.10935289397319,13.2185693794976
24.9528080213779,136.34432783093,134.76404010689
12.2950777181536,64.9295421515799,71.475388590768
0.795316158819848,31.6494534878257,13.9765807940992
13.8742905242849,86.5385273815963,79.3714526214243
16.3832470512922,101.017977551413,91.9162352564609
14.7578135165349,87.6309211609381,83.7890675826746
5.94611612843644,56.5523414473764,39.7305806421822
24.1178116845085,124.231693883053,130.589058422542
12.8984323641143,69.8757145169659,74.4921618205716
2.78759419458196,38.2607933583264,23.9379709729098
-13.146998871775,-62.2419578919787,-55.734994358875
20.2493091814311,109.172738471136,111.246545907155
8.55066390984769,48.8252402548186,52.7533195492385
8.83809736901054,50.9905581595676,54.1904868450527
18.438362106853,99.4006775044994,102.191810534265
17.2122119509809,101.002943067583,96.0610597549044
14.9390132121751,82.9217612381794,84.6950660608754
18.1897737160822,95.8892939592683,100.948868580411
16.8213630073107,107.537203288257,94.1068150365534
9.74564983365191,56.5824550827909,58.7282491682595
-10.8935169586337,-46.2631500936025,-44.4675847931686
15.1982574789471,84.9893799825999,85.9912873947355
8.43871260470999,59.320226094064,52.19356302355
7.44204493294671,46.4745806234703,47.2102246647335
-5.70752383899274,-18.9139609096342,-18.5376191949637
4.2184994489138,24.2758924570124,31.092497244569
13.179415601997,72.6543752875219,75.8970780099851
22.5867955152904,123.535581980797,122.933977576452
7.97212272657004,43.9716687702536,49.8606136328502
12.8767161155937,79.6985425042942,74.3835805779685
8.46194959417095,37.1258071529869,52.3097479708547
-4.77059556828607,-10.7873992335327,-13.8529778414303
4.8500543670032,18.8857735996401,34.250271835016
5.05710046289651,32.2757410461164,35.2855023144825
8.40686603288814,46.7515311199907,52.0343301644407
20.0002537198388,103.480320792384,110.001268599194
16.6317574845754,92.5898196444033,93.1587874228772
7.35476403746413,27.6302259305205,46.7738201873207
6.46638319863492,54.0977491133602,42.3319159931746
15.9696337540474,73.1984444081168,89.8481687702369
14.5666319867366,78.197855918959,82.8331599336829
2.1124430545048,9.40301422209555,20.562215272524
1.9250484303788,12.1170521399595,19.625242151894
12.6458196213683,94.100763563125,73.2290981068415
16.6853292451542,93.6006024227033,93.4266462257708
7.87653787849772,36.5196840881453,49.3826893924886
17.8110772645421,82.649330978525,99.0553863227107
12.9810588036707,79.40716503108,74.9052940183534
2.87973606749229,24.2130820103151,24.3986803374614
12.4111969142442,68.8753008257828,72.0559845712212
-2.29363096080793,-10.7617762785767,-1.46815480403963
23.3302370170104,111.776581983637,126.651185085052
28.8039989850586,143.268071959136,154.019994925293
5.32778523533491,46.6392142138137,36.6389261766745
-1.44134626316531,-3.41939826379477,2.79326868417346
14.6971962744241,69.6417128982757,83.4859813721206
7.64945396119176,66.9401760301946,48.2472698059588
33.0161776050478,179.331891798963,175.080888025239
8.60759997266831,50.6515288542112,53.0379998633415
15.8973936245078,100.071798609629,89.4869681225388
9.28002158780666,65.2643344527827,56.4001079390333
1.56726791117595,11.6439090735683,17.8363395558797
10.8879229951434,86.5006396211218,64.4396149757171
-9.04958628891038,-37.798201745962,-35.2479314445519
23.6555486156289,114.032796576016,128.277743078144
10.532533382119,61.2186708910527,62.6626669105949
30.7261167036215,165.705966910431,163.630583518108
13.7550952889966,101.855260435577,78.7754764449831
1.90053569078185,20.5607021328464,19.5026784539093
15.1072635348905,90.1063057286869,85.5363176744527
-0.340976316442514,7.52358906422212,8.29511841778743
-3.53633400239102,-11.0216784356206,-7.68167001195511
11.9144623551746,69.2250514927604,69.5723117758731
4.56708126781567,40.71180239538,32.8354063390783
9.01105351631624,75.8077176681041,55.0552675815812
9.74341324151664,68.9909905952209,58.7170662075832
3.10479053811928,37.6030366744634,25.5239526905964
3.31331267181498,14.2533291434945,26.5665633590749
7.64821384876168,58.0800249443422,48.2410692438084
20.780869965732,116.103597865267,113.90434982866
-6.23566800429762,-35.8508403124105,-21.1783400214881
14.9394618762842,89.9075368079025,84.6973093814211
12.3295037121352,70.0599725135157,71.6475185606759
19.6309983727636,122.800864983516,108.154991863818
5.95816076365699,32.1299838222383,39.790803818285
12.7001880991629,69.1988229565289,73.5009404958144
11.6709879077223,59.0938445648372,68.3549395386115
3.5747996900835,26.1029588360521,27.8739984504175
21.0786780598317,119.413508094022,115.393390299159
20.6040261569495,105.702649053552,113.020130784748
16.00213649515,98.3144141555667,90.0106824757499
24.8683345454085,122.260844863998,134.341672727042
14.584864255653,72.4444771501878,82.9243212782652
-3.76592208458037,5.58196664554098,-8.82961042290183
3.26734585763114,16.1782546351092,26.3367292881557
-3.24612614898356,-2.11088362174264,-6.23063074491779
4.26599363560688,27.5192076669452,31.3299681780344
